"Comp1","Comp2","Comp3","Comp4"
-13.8934119476764,-9.43420805384996,-8.71425605548123,-9.47261929783798
-13.8870864659113,-9.43210983676751,-8.71317993974134,-9.4689674863381
-13.8830981902334,-9.43054579446113,-8.71215721025163,-9.46603854185444
-13.8809705954574,-9.42954466448077,-8.71115009873101,-9.46387451072884
-13.8800801611603,-9.4290269925939,-8.71011434902761,-9.46241963684936
-13.879839347178,-9.42883930636788,-8.70900493062127,-9.46154621721455
-13.8798219914949,-9.42881082772601,-8.70778532801436,-9.46109104598077
-13.8798095770469,-9.42880838260182,-8.70644056610992,-9.46089286978967
-13.879755271977,-9.42876738680165,-8.70499037695503,-9.46082313883366
-13.879692248806,-9.42868935990944,-8.70349567685927,-9.46080175224749
-13.8796498000684,-9.42861160763053,-8.70205199222237,-9.46079173089406
-13.8796282552448,-9.42856729647244,-8.70076780761049,-9.46077621775767
-13.8796157034231,-9.42855854581466,-8.69973365038846,-9.46073294542686
-13.879600876538,-9.42855641778713,-8.69899455936356,-9.46062391282268
-13.8795677490148,-9.42852376142216,-8.69853844008698,-9.46040741719666
-13.879480336559,-9.42844194581741,-8.69830588461441,-9.46006378653464
-13.8792624314405,-9.4283219572,-8.69821626278005,-9.45961576870342
-13.8787796534614,-9.42819460318057,-8.69819592820196,-9.45912817484533
-13.8778467050349,-9.42809060902637,-8.69819542825838,-9.4586863264589
-13.8762849008591,-9.42802561538556,-8.69819223640456,-9.45836395833058
-13.874026424496,-9.42799731047156,-8.69818342602094,-9.45819327511959
-13.8712136913668,-9.4279917532306,-8.69817467751092,-9.45814827715212
-13.8682119585511,-9.42799141372864,-8.69817074219046,-9.45814789873619
-13.8654894835074,-9.42797977934688,-8.69817059803686,-9.45807894155319
-13.8634196111776,-9.42794179328784,-8.69816859583227,-9.45783232077955
-13.8621320698662,-9.42786152697563,-8.69816044746218,-9.45734168355596
-13.8615077136015,-9.42771862510211,-8.69814947656302,-9.45661234963053
-13.8612967781509,-9.42748534517153,-8.69814481880254,-9.45572877830006
-13.8612605042579,-9.42712723456136,-8.69814355165111,-9.4548329925806
-13.8612597506724,-9.42661134454576,-8.69809688370414,-9.45407735341296
-13.8612596717432,-9.42592341875417,-8.69787371240002,-9.45356807884438
-13.8612345214272,-9.42508870154367,-8.69724451930523,-9.45332338222006
-13.8610116802458,-9.4241839001102,-8.69590611128841,-9.45326721895026
-13.8601840298781,-9.42332756578523,-8.69355359510527,-9.45326645988187
-13.8582150762758,-9.42264575712906,-8.68998559689185,-9.45319629911862
-13.8547141019122,-9.42222315236946,-8.68520530736638,-9.45299835852603
-13.8497067024195,-9.42205911739807,-8.6794678314247,-9.45270022291524
-13.8437143411873,-9.42204819126139,-8.67324163718534,-9.45238969628068
-13.8375790513602,-9.42199456155099,-8.66709260559407,-9.45216047335744
-13.8321283166803,-9.42165926942118,-8.66153836455366,-9.45205746377712
-13.8278795584149,-9.42083013846621,-8.65693349922814,-9.45204705251109
-13.8249498101138,-9.41939504702485,-8.653424207581,-9.45202283513787
-13.8231680135146,-9.41739374059019,-8.65097204345527,-9.45183767234028
-13.8222512173333,-9.41502539725181,-8.64941775464976,-9.45134164459268
-13.8219163553947,-9.41260066654388,-8.64855005172542,-9.45041306140875
-13.8218856567603,-9.41044984255457,-8.6481549963998,-9.44898401340303
-13.8218039253834,-9.40882144785555,-8.64803909115552,-9.44706434948473
-13.8211127680481,-9.40781110869619,-8.64803445550506,-9.44475778836104
-13.8189656895142,-9.40734710096794,-8.64799964779849,-9.442254466959
-13.8143051398689,-9.40723431922941,-8.64782360174925,-9.43979146062908
-13.8061659488919,-9.4072343182832,-8.64743217674306,-9.43759515415534
-13.794101009984,-9.40714727747085,-8.64679406730655,-9.4358315767679
-13.7785004199932,-9.40686623372316,-8.64592362013424,-9.43457975133978
-13.760616704861,-9.40638953220729,-8.6448795941249,-9.43382655965486
-13.7422803169533,-9.40579521540271,-8.64375893178946,-9.43347810951594
-13.7254642057145,-9.40519406972735,-8.64268210572594,-9.43338607977371
-13.7118648503118,-9.40468250472969,-8.64176629795877,-9.43338544256397
-13.7025530968532,-9.40431241681214,-8.64109113733169,-9.43333398475796
-13.6976932569868,-9.40408570896856,-8.64067365320044,-9.43314137186372
-13.6963349038477,-9.40396952757202,-8.640468828546,-9.4327789832847
-13.6963338570896,-9.40391996488849,-8.64039698887681,-9.43226994263975
-13.6945604219902,-9.40390126519062,-8.64038255091075,-9.43166670582255
-13.6875570067405,-9.4038929119248,-8.64038146844498,-9.43102701841285
-13.6726275420217,-9.40388529704263,-8.64038097086365,-9.43039684609658
-13.649031455096,-9.40387106797986,-8.64037227669916,-9.4298023650076
-13.6186324921211,-9.40383917017489,-8.64031563123213,-9.42924788943065
-13.5854425550441,-9.40377473405615,-8.64012430981406,-9.42871730921021
-13.5542327615539,-9.40366388327637,-8.63968350761053,-9.42817880556156
-13.528997909556,-9.40349945793576,-8.6388983468447,-9.42759207356757
-13.5119146470979,-9.40328382860381,-8.63774649799385,-9.42691776731706
-13.5029626715856,-9.4030277167578,-8.63630564486794,-9.42613082344589
-13.5001213862927,-9.4027458839326,-8.63473789485551,-9.42523722514748
-13.5000261416424,-9.40245141637373,-8.63323710159751,-9.42428679597425
-13.4989464304843,-9.40215097283837,-8.63196569897318,-9.42337036960894
-13.4938383712234,-9.40184290373876,-8.63101096050759,-9.42259557911123
-13.4831456787123,-9.40151839848172,-8.63037589406259,-9.4220477388666
-13.4670769678755,-9.40116441357131,-8.63000059108514,-9.42175236568763
-13.4472865926437,-9.40076739947297,-8.62979884489775,-9.42165886742632
-13.4261622027853,-9.40031795128953,-8.62969196003319,-9.42165645462933
-13.4060730823202,-9.39981666713177,-8.62962534997195,-9.42161555787381
-13.3888425518987,-9.39928002318969,-8.62956567295316,-9.42143378074237
-13.375500597544,-9.39874302799942,-8.62948938873912,-9.42106513189792
-13.3662587649476,-9.39825521560344,-8.62937707948646,-9.42052331871776
-13.3606533217695,-9.39786875554772,-8.62921938670198,-9.41986484328723
-13.3578020153635,-9.39762038212469,-8.6290273711325,-9.41916494518297
-13.3566949712584,-9.39751210192957,-8.628834281378,-9.41849668546383
-13.3564435480036,-9.39749793055739,-8.62868176700724,-9.41791687611141
-13.3564383899511,-9.39748309424315,-8.6285963962508,-9.41745838103666
-13.3563935178602,-9.39733890543163,-8.62857223668147,-9.41712843600864
-13.3562779852652,-9.39693137028271,-8.62857223213547,-9.4169131837616
-13.3561745512055,-9.39615579489398,-8.6285459803328,-9.4167866372537
-13.3561399667347,-9.39496742406173,-8.62845032181221,-9.41672046404794
-13.3561401321474,-9.3933999649361,-8.6282617685456,-9.41669175026797
-13.3560907432318,-9.39156989862806,-8.62798111647753,-9.41669138306168
-13.355965842151,-9.38967786662027,-8.62764419529316,-9.4167465021197
-13.3558805633066,-9.38802692565435,-8.62735590283097,-9.41697233097316
-13.3560519027682,-9.38705803213978,-8.627342272732,-9.41764321195645
-13.3566042695601,-9.38735968903337,-8.62797596736223,-9.41922792220724
-13.3572996231482,-9.38958183364751,-8.62970757578791,-9.42230824663839
-13.3573660014466,-9.39421562512576,-8.63286525406234,-9.42733796146774
-13.3555932727614,-9.40128824635307,-8.63737298341054,-9.43430401105544
-13.3507521741951,-9.41011341043797,-8.64253311748308,-9.44245960850074
-13.3422093944558,-9.41927876340901,-8.64705352378188,-9.45034181277566
-13.3304344154166,-9.42700460224449,-8.64943367604985,-9.45621694334323
-13.3170722339333,-9.43185175683468,-8.64865633444033,-9.45888961212751
-13.304482187389,-9.43353338692145,-8.64491419881278,-9.45853329547257
-13.2949619188818,-9.43344379746358,-8.63997827695387,-9.45706020980607
-13.2900099951582,-9.43459997158868,-8.6369458675275,-9.45773046223429
-13.2898803129088,-9.440976205811,-8.63943614935278,-9.46411422460668
-13.2935328724221,-9.45649091353501,-8.65055674459171,-9.47884321678418
-13.2989880595094,-9.48397864143709,-8.67198199240387,-9.50261651660698
-13.3039972687864,-9.52437309992498,-8.70335544768785,-9.53375781179296
-13.306833446374,-9.57621496658375,-8.74212699176499,-9.56845268239576
-13.306904964069,-9.63558537029562,-8.78391684816109,-9.60167394992651
-13.3048975326108,-9.69660503462643,-8.82345885762243,-9.62861777198116
-13.3023665116182,-9.75260321983189,-8.85597507392424,-9.64617807150255
-13.3009995190868,-9.79781860041227,-8.8785145965388,-9.65381022088314
-13.3018894444004,-9.82906607406894,-8.89064836294054,-9.65337170594576
-13.3050860306133,-9.84655959224053,-8.89421056337299,-9.64810237593561
-13.3095627903354,-9.85344858504924,-8.8923254368185,-9.64135181503499
-13.3136094755864,-9.85440151522491,-8.88827553947059,-9.6356334335813
-13.3155285343377,-9.85403739879081,-8.88467604028992,-9.63223403317243
-13.3143716162385,-9.85584807805511,-8.88312996971763,-9.63129610661351
-13.3103780944807,-9.86179802685332,-8.88428902725359,-9.63217379589235
-13.3048935748569,-9.87244771976482,-8.88813329451014,-9.6338833831478
-13.2998154318543,-9.88734976041768,-8.89429765653441,-9.63552108725339
